CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data (median)	Activity SD	Num Data	FitType	EC50 (uM)	IC50 (uM)	Amax	ActArea
A549_LUNG	A549	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	6.72,1.11,-1.2,1.07,1.47,-5.7,-12,-75	4.85,6.89,3.85,19.5,5.70,8.01,2.31,19.5	8	Sigmoid	8.150643814	6.0388937	-70.8199234	0.6661
CALU1_LUNG	Calu-1	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	3.05,8.55,2.94,1.67,-2.5,5.59,-6.3,-25	7.90,16.4,5.23,6.55,1.65,7.23,8.03,2.25	8	Sigmoid	2.97313714	8	-24.51846504	0.1917
CALU3_LUNG	Calu-3	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	9.22,12.2,1.13,4.15,5.94,4.07,-4.6,-46	16.5,25.1,13.5,21.4,25.3,7.48,21.2,24.7	8	Linear	NA	8	-46.01375961	0.4743
COLO677_LUNG	COLO-677	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	12.4,8.87,20.8,5.53,-11,-11,-15,-59	1.62,4.37,9.38,13.8,6.76,.15,1.62,14.5	8	Sigmoid	8.723273652	6.751279831	-55.46422195	0.7709
COLO699_LUNG	COLO-699	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.0,1.17,20.0,6.62,16.9,2.46,-24,-72	6.35,1.17,6.29,4.59,14.4,21.0,4.08,5.35	8	Sigmoid	2.787803888	3.351381302	-71.70623779	0.881
CORL23_LUNG	COR-L23	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	2.89,-1.6,2.23,-1.1,5.34,1.22,-7.2,-19	2.98,3.70,2.54,.22,1.31,.97,3.65,3.83	8	Constant	NA	8	0.030184133	0.1142
DMS114_LUNG	DMS 114	Nilotinib	ABL	.0080,.025,.080,.25,.80,2.53,8	27.9,-5.6,7.75,-13,4.75,-11,-70	9.03,29.9,9.40,16.7,5.59,11.7,20.4	7	Sigmoid	8.331872804	6.058652401	-69.76840973	0.8476
EBC1_LUNG	EBC-1	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	20.9,13.6,8.81,2.89,9.46,6.08,-13,-28	.15,10.5,7.19,11.7,7.71,4.91,13.8,20.6	8	Sigmoid	8.336495536	8	-27.94343376	0.3761
GLC82_LUNG	GLC-82	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	8.16,5.37,7.31,8.46,6.30,5.31,3.12,-13	10.2,12.3,3.34,15.3,1.35,2.06,2.53,9.42	8	Sigmoid	8.106633654	8	-13.25678921	0.06504
HCC15_LUNG	HCC-15	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	.12,7.13,-7.6,2.91,-6.3,-1.1,-1.7,3.27	8.13,1.55,.98,4.03,5.64,1.73,.35,14.9	8	Constant	NA	8	-1.695663333	0.3714
HCC2935_LUNG	HCC2935	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	17.0,14.7,7.90,9.65,12.9,10.5,3.74,-39	16.8,5.69,22.4,30.8,1.20,20.0,15.2,1.22	8	Sigmoid	8.19167101	8	-38.75590515	0.3039
HCC4006_LUNG	HCC4006	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	10.0,-2.2,2.62,.60,-14,-2.2,-1.1,-64	8.28,11.8,7.38,3.05,12.1,21.2,4.26,26.3	8	Sigmoid	8.33766156	7.44418478	-63.52691269	0.7678
HCC78_LUNG	HCC-78	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.0,-2.7,5.34,4.18,-.88,-5.9,-7.5,-2.7	12.7,13.5,4.51,4.23,5.49,8.44,12.7,6.02	8	Constant	NA	8	1.14628911	0.01119
HS229T_LUNG	Hs 229.T	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	5.27,5.95,-3.9,-6.1,-3.9,2.18,-5.3,-7.2	14.4,3.72,10.4,4.79,7.84,1.65,10.00,1.57	8	Constant	NA	8	-0.936781347	0
IALM_LUNG	IA-LM	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.0,-.54,32.6,11.0,-14,-19,5.38,-25	9.38,15.4,40.6,11.2,22.7,14.8,6.00,35.0	8	Constant	NA	8	1.30574894	0.5739
LC1SQSF_LUNG	LC-1/sq-SF	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	6.48,-2.6,7.51,-2.5,18.8,4.02,8.09,-12	11.4,19.5,9.42,17.4,2.50,15.3,9.13,8.63	8	Constant	NA	8	5.559653759	0.1196
LCLC103H_LUNG	LCLC-103H	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,-.85,-5.1,7.69,-9.4,5.78,-5.8,-5.3	14.2,3.85,1.78,5.49,3.58,1.31,6.51,1.10	8	Constant	NA	8	-3.664573908	0.1693
LOUNH91_LUNG	LOU-NH91	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	.85,9.55,13.7,-.19,-28,2.37,-12,-5.5	14.1,9.89,38.5,1.42,14.2,19.6,11.8,15.9	8	Constant	NA	8	-2.591321468	0.3538
LU99_LUNG	LU99	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.2,13.6,-.15,6.29,-6.2,6.98,-14,-45	3.79,.033,5.63,2.70,1.88,12.4,9.35,13.6	8	Sigmoid	2.869487524	8	-45.38352585	0.5356
LUDLU1_LUNG	LUDLU-1	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	16.7,25.3,-6.2,12.6,-2.1,14.5,-18,-56	15.5,17.3,4.67,14.7,16.2,12.0,2.50,22.3	8	Sigmoid	2.689198732	4.289455414	-55.52612305	0.8515
NCIH1048_LUNG	NCI-H1048	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	13.8,8.84,9.59,4.64,.53,-2.1,-4.6,-46	32.5,12.7,17.8,12.4,2.33,23.8,17.8,4.70	8	Sigmoid	8.541516665	8	-45.82275772	0.4625
NCIH1092_LUNG	NCI-H1092	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,27.5,5.67,3.03,2.47,-4.5,-19,-16	.97,19.9,11.3,13.8,26.4,11.8,10.9,33.3	8	Constant	NA	8	-4.039637089	0.1775
NCIH1184_LUNG	NCI-H1184	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	63.6,181,101,28.1,5.80,9.23,.55,4.56	90.7,250,35.1,52.4,17.5,117,1.00,48.1	8	Constant	NA	8	16.26290894	0
NCIH1339_LUNG	NCI-H1339	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.7,17.9,-3.0,-2.7,10.3,-4.2,3.04,-56	6.96,9.87,.052,17.7,4.73,9.93,10.9,2.92	8	Sigmoid	8.376379101	7.78498888	-56.06990051	0.9951
NCIH1341_LUNG	NCI-H1341	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	90.9,14.0,-1.4,23.7,45.2,16.3,-9.9,28.3	67.7,29.4,21.4,74.5,93.1,1.88,4.82,6.16	8	Constant	NA	8	16.34705353	0.05606
NCIH1355_LUNG	NCI-H1355	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	6.27,.85,15.2,8.85,5.43,14.0,23.9,-27	1.61,4.82,6.00,7.97,8.19,.73,36.7,3.39	8	Sigmoid	3.147473335	8	-27.15904999	0.2995
NCIH1373_LUNG	NCI-H1373	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	25.7,-2.2,21.1,-2.9,10.6,-4.2,-2.5,-2.8	3.53,12.4,5.43,17.4,3.95,3.98,4.20,4.55	8	Constant	NA	8	3.168289423	0
NCIH1563_LUNG	NCI-H1563	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	9.32,-6.6,-5.3,-5.5,9.29,-14,17.2,.51	9.68,1.52,9.31,13.0,2.25,3.25,8.98,.98	8	Constant	NA	8	1.013749599	0.286
NCIH1568_LUNG	NCI-H1568	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	5.03,1.34,5.82,24.3,6.81,34.1,-11,-48	5.80,4.73,12.6,.16,12.0,6.56,5.42,9.48	8	Sigmoid	2.79715991	8	-47.77973557	0.6011
NCIH1573_LUNG	NCI-H1573	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,5.89,6.41,1.73,3.02,-9.9,-18,-25	5.41,25.8,28.3,10.3,1.77,19.0,10.6,26.3	8	Constant	NA	8	-5.651212215	0.7619
NCIH1581_LUNG	NCI-H1581	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	7.19,.35,9.08,-4.4,8.17,-26,9.82,-48	10.1,41.7,64.7,7.66,10.0,5.20,36.1,2.14	8	Constant	NA	8	-4.525177002	0.7787
NCIH1648_LUNG	NCI-H1648	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,.77,1.56,-8.8,-14,-12,-20,-72	21.0,11.6,11.9,21.0,21.0,15.0,14.4,5.29	8	Sigmoid	8.198090537	5.590958595	-71.44713593	1.4162
NCIH1650_LUNG	NCI-H1650	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	5.71,7.97,3.99,.44,13.1,-7.5,-6.3,-49	.86,.33,11.1,1.21,2.78,6.20,14.6,13.0	8	Sigmoid	8.345626676	8	-48.84057236	0.4834
NCIH1651_LUNG	NCI-H1651	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	16.7,13.6,5.16,11.0,4.53,2.59,6.36,-23	8.44,1.80,10.2,3.19,16.1,2.81,14.5,37.3	8	Constant	NA	8	9.952025414	0.2314
NCIH1666_LUNG	NCI-H1666	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.0,.44,20.1,21.5,-17,2.36,1.78,-57	18.6,3.98,13.5,35.1,8.32,.34,12.1,2.95	8	Sigmoid	8.180402807	7.710957527	-56.71894455	0.456
NCIH1693_LUNG	NCI-H1693	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	8.98,18.0,19.2,-5.0,13.3,-3.2,-.62,-39	11.4,7.75,6.19,2.40,.86,14.1,5.34,7.62	8	Sigmoid	8.684411322	8	-37.93460083	0.8682
NCIH1694_LUNG	NCI-H1694	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,46.3,32.5,-12,14.1,-1.6,-17,2.92	7.05,46.4,16.9,45.2,14.5,18.2,12.7,2.66	8	Constant	NA	8	4.555144787	0.308
NCIH1792_LUNG	NCI-H1792	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	3.99,5.39,10.4,10.3,5.13,3.11,-.76,-17	3.39,.035,8.72,3.33,.39,1.24,1.85,1.07	8	Sigmoid	8.699085142	8	-16.94510841	0.1523
NCIH1793_LUNG	NCI-H1793	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	8.69,1.63,4.89,-9.1,22.3,27.4,19.5,-30	13.7,6.70,12.6,3.50,39.8,31.5,13.2,36.4	8	Constant	NA	8	2.828771114	0.1586
NCIH1869_LUNG	NCI-H1869	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	38.8,39.5,37.5,78.2,9.36,18.7,32.9,-47	16.9,9.35,31.9,21.2,7.81,17.9,11.7,.72	8	Linear	NA	8	-46.29352188	0.4445
NCIH1915_LUNG	NCI-H1915	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.1,23.6,4.41,18.7,2.95,15.5,-7.0,-14	9.84,17.6,18.2,10.1,1.99,28.7,11.3,3.66	8	Constant	NA	8	2.95316577	0.1953
NCIH1944_LUNG	NCI-H1944	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	10.3,-1.3,16.3,9.36,13.9,-.80,-1.1,6.74	.22,5.81,6.27,10.2,24.7,12.5,13.7,2.20	8	Constant	NA	8	7.774597645	0
NCIH1975_LUNG	NCI-H1975	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	1.45,7.53,-1.3,11.7,13.4,5.98,-7.2,-15	11.4,4.57,21.3,.59,2.65,9.25,.46,15.8	8	Constant	NA	8	6.780337334	0.07336
NCIH2009_LUNG	NCI-H2009	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	8.83,8.69,-1.2,1.46,9.05,-3.5,7.05,-20	1.95,11.5,2.22,10.8,12.9,5.60,2.64,1.80	8	Sigmoid	8.305358757	8	-20.00805855	0.237
NCIH2023_LUNG	NCI-H2023	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,11.3,8.27,2.05,19.3,15.5,-18,-58	.24,14.6,2.55,1.17,5.49,8.04,2.16,9.88	8	Sigmoid	2.748748779	4.014651299	-58.50542068	0.612
NCIH2030_LUNG	NCI-H2030	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-.040,1.03,11.0,12.1,15.0,7.29,2.74,-35	3.03,.73,9.05,4.76,8.99,.42,1.84,.51	8	Sigmoid	4.508524418	8	-34.75722504	0.3102
NCIH2085_LUNG	NCI-H2085	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-6.2,6.42,14.4,-6.0,-2.4,-19,-42	20.6,21.8,18.6,16.4,7.54,1.93,5.44,16.3	8	Sigmoid	3.51935482	8	-41.99665833	0.6032
NCIH2087_LUNG	NCI-H2087	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	4.18,2.03,13.5,23.6,13.0,-9.0,-7.7,-70	15.8,9.63,14.0,9.87,5.78,3.01,18.2,4.34	8	Sigmoid	8.559747605	6.089197159	-69.56259155	0.8483
NCIH211_LUNG	NCI-H211	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	9.57,9.66,7.92,1.32,4.42,-15,-20,-64	6.92,15.5,8.35,6.84,5.14,5.59,8.48,.79	8	Sigmoid	9.392559458	6.046969891	-62.23643875	0.9206
NCIH2122_LUNG	NCI-H2122	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	4.40,-3.0,10.7,18.5,-3.3,.34,-20,-54	11.8,18.3,7.03,25.9,6.83,8.73,43.5,2.49	8	Sigmoid	8.410592695	7.855627537	-54.13156891	0.5732
NCIH2170_LUNG	NCI-H2170	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	11.6,1.34,22.9,-.57,-.37,8.81,-29,-64	28.0,4.26,7.76,18.1,8.10,15.3,16.7,2.56	8	Sigmoid	2.523588896	3.32824254	-64.01064301	0.9569
NCIH2172_LUNG	NCI-H2172	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.2,9.64,2.37,22.9,-18,-3.3,12.5,-36	19.4,54.1,41.4,61.6,3.52,45.1,2.68,1.79	8	Constant	NA	8	-16.99010658	0.07936
NCIH2228_LUNG	NCI-H2228	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	17.2,9.55,6.66,21.8,17.1,13.7,2.56,-27	.39,7.49,2.51,8.33,5.75,12.9,3.19,10.4	8	Sigmoid	3.47710228	8	-26.67790222	0.2487
NCIH226_LUNG	NCI-H226	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,13.8,-3.2,17.5,-9.7,16.9,-13,-3.5	5.65,4.02,5.44,3.39,.35,15.2,2.24,.82	8	Constant	NA	8	-3.506628752	0
NCIH2286_LUNG	NCI-H2286	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	.55,3.84,8.49,20.8,-5.6,-14,-52,-94	8.40,8.86,9.43,15.1,19.3,5.26,10.1,3.00	8	Sigmoid	2.694330215	2.386837244	-94.18314362	2.2442
NCIH23_LUNG	NCI-H23	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	23.2,11.4,-5.7,8.21,13.3,-3.2,.37,-56	41.6,4.79,19.4,8.96,14.1,3.81,10.4,19.4	8	Sigmoid	8.016330921	7.43892622	-56.11838913	0.6261
NCIH2444_LUNG	NCI-H2444	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,.82,-3.6,6.40,-1.7,-.042,5.49,-1.2	13.1,38.5,9.40,.59,20.8,22.7,26.9,.48	8	Constant	NA	8	-1.235705256	0.1556
NCIH322_LUNG	NCI-H322	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	5.36,6.96,2.10,4.03,3.04,-4.3,-13,-31	5.95,.90,.94,2.69,6.33,2.67,6.59,.35	8	Sigmoid	8.289563817	8	-30.90446281	0.1888
NCIH3255_LUNG	NCI-H3255	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	1.47,-.41,7.27,-1.7,1.84,-12,6.21,-74	4.22,.53,4.44,2.57,2.11,3.74,9.02,11.6	8	Sigmoid	8.123379347	7.134063244	-73.9552002	0.7838
NCIH358_LUNG	NCI-H358	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	14.8,2.79,15.3,4.40,10.3,7.00,6.54,-49	3.88,4.29,8.81,.60,3.97,8.25,5.69,9.67	8	Sigmoid	7.010480881	8	-48.89810944	0.4732
NCIH441_LUNG	NCI-H441	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	4.04,-1.7,2.22,-5.9,.47,-.29,-2.5,-18	7.49,9.50,11.8,.45,6.68,0,1.66,1.25	8	Constant	NA	8	-3.598492146	0.1257
NCIH520_LUNG	NCI-H520	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	11.8,7.03,-10.0,-.32,.045,-10,-16,-15	22.1,1.58,1.36,2.73,4.47,5.19,6.76,.92	8	Sigmoid	0.010315252	8	-8.733063698	0.1169
NCIH522_LUNG	NCI-H522	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	12.7,21.9,13.3,9.94,8.05,-4.5,-4.5,-31	2.47,2.57,24.1,5.74,9.02,.88,6.09,8.53	8	Sigmoid	8.384469166	8	-28.99860001	0.4237
NCIH647_LUNG	NCI-H647	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	29.6,-23,33.3,-16,15.7,-16,27.3,-33	5.08,5.99,31.8,6.80,15.9,9.95,27.3,10.2	8	Constant	NA	8	-2.240668058	0.5991
NCIH650_LUNG	NCI-H650	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	15.3,9.12,11.8,2.33,-.86,-4.1,-7.0,-21	6.18,1.64,.80,3.73,20.1,3.24,3.79,1.75	8	Sigmoid	8.804893862	8	-19.31016922	0.1037
NCIH661_LUNG	NCI-H661	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	5.52,-9.2,1.42,4.76,-4.6,-12,-3.9,-38	8.71,10.1,10.3,7.01,7.72,12.7,6.01,46.9	8	Constant	NA	8	-2.353503704	0.5492
NCIH727_LUNG	NCI-H727	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-.62,4.93,-1.5,-.95,9.43,10.8,-20,-31	19.3,20.6,15.0,12.3,32.7,9.17,28.2,42.8	8	Constant	NA	8	4.449195862	0.5898
NCIH810_LUNG	NCI-H810	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-.60,-.87,2.35,-11,-4.8,-9.1,-8.3,-54	22.6,12.8,4.63,2.63,6.95,14.8,6.45,2.09	8	Sigmoid	3.878439665	5.777545452	-55.10595322	0.8719
RERFLCAI_LUNG	RERF-LC-AI	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	2.49,7.09,2.04,5.03,15.8,13.0,3.25,-34	5.37,2.74,7.61,.28,1.45,1.90,.82,3.14	8	Sigmoid	3.859427452	8	-34.02895355	0.3106
RERFLCMS_LUNG	RERF-LC-MS	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-6.6,5.22,-2.8,9.60,.82,7.56,-11	13.6,2.43,2.01,1.56,.56,9.11,5.84,10.3	8	Constant	NA	8	0.937503099	0
SBC5_LUNG	SBC-5	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.8,2.95,.75,1.82,-4.2,-8.2,-11,-44	14.3,.57,9.58,1.42,3.38,2.15,3.89,.32	8	Sigmoid	8.635073277	8	-43.91086578	0.5386
SHP77_LUNG	SHP-77	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-.47,51.0,-4.1,40.1,-13,6.39,-13,27.3	11.6,0,10.3,0,20.7,0,8.59,96.1	8	Constant	NA	8	0.510410607	0.2396
SKLU1_LUNG	SK-LU-1	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,5.91,6.37,.79,4.04,-3.9,-1.9,6.25	20.2,12.7,2.79,21.2,3.31,4.22,14.0,13.0	8	Constant	NA	8	3.171675205	0.2903
SW1271_LUNG	SW 1271	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	1.67,-3.6,9.40,-1.3,11.3,-12,-15,-44	9.65,4.67,25.6,5.79,3.87,10.2,9.70,1.40	8	Sigmoid	8.082780261	8	-43.49624634	0.6314
SW900_LUNG	SW 900	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	.41,-2.5,10.9,-9.7,19.7,-6.9,10.3,-14	8.74,.92,15.4,2.33,20.6,3.58,6.70,15.3	8	Constant	NA	8	-2.547712564	0.3543
T3M10_LUNG	T3M-10	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	3.43,-18,18.0,13.4,-5.0,8.65,15.1,-4.1	31.8,5.34,4.70,8.75,2.89,1.15,23.8,9.31	8	Constant	NA	8	4.849438667	0.0999
VMRCLCD_LUNG	VMRC-LCD	Nilotinib	ABL	.0025,.0080,.025,.080,.25,.80,2.53,8	1.70,-16,-.25,8.55,-8.1,-8.3,-8.0,-52	.11,2.45,4.81,36.0,5.79,28.6,11.8,48.9	8	Constant	NA	8	-8.119245529	0.9196
A549_LUNG	A549	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.3,-8.0,-24,-60,-105,-110,-110,-108	3.06,3.32,11.3,1.00,1.11,1.44,.54,.86	8	Sigmoid	0.077502377	0.06676174	-109.752121	2.9712
CAL12T_LUNG	CAL-12T	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-24,-19,-34,-56,-84,-76,-88	13.1,15.2,6.92,.49,.88,9.31,3.54,5.22	8	Sigmoid	0.185387149	0.183841035	-84.20608521	3.5
CALU1_LUNG	Calu-1	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,6.11,-19,-35,-70,-65,-74,-71	4.52,3.28,2.87,6.14,.23,5.18,.25,8.54	8	Sigmoid	0.096476123	0.103493586	-70.29549408	3.3698
CALU3_LUNG	Calu-3	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	22.4,1.28,3.29,-25,-38,-43,-51,-57	36.9,17.2,25.8,17.0,11.7,9.84,15.4,1.09	8	Sigmoid	0.041841503	1.688857436	-55.95833206	2.0534
CALU6_LUNG	Calu-6	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-7.9,-1.0,5.80,-70,-74,-79,-76	3.04,2.12,4.06,9.90,1.41,1.43,2.24,4.84	8	Sigmoid	0.165125921	0.183477089	-76.77734375	3.0328
COLO677_LUNG	COLO-677	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-6.7,-8.4,-5.4,-56,-80,-87,-86	2.10,7.22,8.20,10.6,1.27,.35,1.40,.30	8	Sigmoid	0.228606552	0.238073558	-84.51578522	3.5251
COLO699_LUNG	COLO-699	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-2.7,-25,-11,-43,-54,-54,-55	4.44,.67,6.09,5.31,7.56,.74,1.79,.33	8	Sigmoid	0.198866218	0.336357296	-54.54711151	2.8089
CORL105_LUNG	COR-L105	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	14.3,.53,9.17,11.7,-22,-45,-78,-85	23.3,8.47,18.0,5.77,14.3,3.63,1.84,.0090	8	Sigmoid	0.728481233	0.887269139	-85.30766296	1.9816
CORL23_LUNG	COR-L23	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-8.0,-5.9,-1.6,-22,-67,-72,-72	2.02,.90,5.01,6.49,2.33,10.6,6.36,1.94	8	Sigmoid	0.479296297	0.608988762	-72.16020966	2.3346
DMS114_LUNG	DMS 114	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	8.54,8.25,7.27,-6.2,-21,-52,-72,-78	3.29,8.72,1.16,3.36,10.3,3.13,.37,4.50	8	Sigmoid	0.38508141	0.695213139	-78.65285492	2.2019
DV90_LUNG	DV-90	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,-26,-13,-46,-67,-85,-91,-90	25.7,25.9,3.77,7.71,3.02,3.88,2.54,.15	8	Sigmoid	0.110455282	0.120939881	-90.60025024	4.6153
EBC1_LUNG	EBC-1	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,2.76,-66,-66,-71,-71,-77,-70	7.63,3.28,4.36,.052,.69,.36,.043,1.09	8	Sigmoid	0.015572329	0.018749278	-71.19284821	3.9338
GLC82_LUNG	GLC-82	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-17,-3.5,-84,-68,-68,-67,-72	13.2,10.8,6.93,.75,4.17,2.03,1.52,.19	8	Sigmoid	0.045344491	0.052810453	-69.64260101	3.9707
HARA_LUNG	HARA	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-7.2,-6.0,-8.9,-61,-73,-83,-80	14.5,.43,8.79,4.14,1.75,3.61,.58,1.59	8	Sigmoid	0.192938626	0.212432846	-79.24515533	3.2458
HCC15_LUNG	HCC-15	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,.87,-18,-70,-68,-64,-69,-68	4.02,14.3,14.7,5.62,3.15,2.52,1.37,1.47	8	Sigmoid	0.03170532	0.038541321	-67.80645752	3.8606
HCC2935_LUNG	HCC2935	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-40,-46,-76,-80,-80,-77,-82	2.53,11.7,14.8,1.14,1.42,6.42,2.33,2.38	8	Sigmoid	0.015474424	0.018270468	-80.63720703	4.7694
HCC4006_LUNG	HCC4006	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.7,-10,-25,-61,-56,-53,-61,-72	3.99,7.27,.58,8.42,11.9,10.7,.76,2.15	8	Sigmoid	0.032509625	0.044439085	-62.73595047	3.4326
HCC44_LUNG	HCC-44	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-.21,-11,-61,-88,-91,-91,-91	9.02,4.53,1.40,7.30,1.62,.23,.48,.60	8	Sigmoid	0.062767997	0.065585621	-90.60346985	4.7402
HCC78_LUNG	HCC-78	17-AAG	HSP90	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.5,8.83,.43,4.97,-35,-45,-59,-61	13.1,3.97,10.8,30.3,6.46,12.3,11.3,6.57	8	Sigmoid	0.187795743	0.80337292	-59.97629166	1.8194
